cluster_id,travel_mode,place_id,user_location,commute
19c32d2c-3bee-4eb3-bed0-8fb62bfd0ac4,driving,ChIJuQxl7KaTQIYRyPirfssdfIs,"grocery store",6.1
36f6cdc6-85d6-49f9-a352-e9d5546680c5,driving,ChIJdTg1ovyQQIYRg2x2J5lp4qU,"grocery store",6.55
330df58b-f8c4-4d86-8c06-ac00937d513b,driving,ChIJdTg1ovyQQIYRg2x2J5lp4qU,"grocery store",3.333333333333333
1e5332a8-89ec-4f7b-a30a-f77a685eb3a9,driving,ChIJz8119haTQIYRrANLmYpf8E0,"grocery store",2.783333333333333
3acf8ebf-6d67-4b08-9e0a-1d952afba8fd,driving,ChIJPxNC1_KXQIYRGXzFY8mZ32s,"grocery store",6.333333333333333
ed51183f-7e5f-4c21-b7c6-243ac909f483,driving,ChIJp6SjYTyTQIYRIrgfLnt8jwA,"grocery store",3.533333333333333
96b9c6e9-3ada-4699-ae0c-c0b2132046b9,driving,ChIJr5DmVszsQIYRlOyPWUfEZw4,"grocery store",2.75
a41ee329-5264-4bfb-a1c6-49f6de66daa7,driving,ChIJPxNC1_KXQIYRGXzFY8mZ32s,"grocery store",7.65
d00ecd6c-dbbc-42a9-ab58-13ed7d1c8174,driving,ChIJP7qLfxyRQIYRVHVOMutJ2yM,"grocery store",3.6
89dd8ac3-68ee-4450-afe5-0a644d2fd791,driving,ChIJ83ktcDiSQIYRMxB7j8Vqe_0,"grocery store",4.8
82bc8e34-8ba4-46e6-a976-dc0cc093b419,driving,ChIJ2XtOT_6TQIYRzIH07pdROLQ,"grocery store",8.1
c17a6598-0480-425d-96d4-ee7913fe0a3f,driving,ChIJr5DmVszsQIYRlOyPWUfEZw4,"grocery store",4.033333333333333
9b6ad16e-4204-44a5-847b-c79000e3f925,driving,ChIJG7ORP8eTQIYRgKkxtJELEXc,"grocery store",3.45
8c59dffd-6a86-4397-8e16-76ad48ea10da,driving,ChIJuQxl7KaTQIYRyPirfssdfIs,"grocery store",6.05
8701d12a-cb8a-458d-be09-f6731e957e60,driving,ChIJdTg1ovyQQIYRg2x2J5lp4qU,"grocery store",4.966666666666667
3874b438-b3de-4bab-832e-08c12146b290,driving,ChIJp6SjYTyTQIYRIrgfLnt8jwA,"grocery store",5.416666666666667
9ef27112-9422-4ed7-a434-b1b9d94e660a,driving,ChIJP7qLfxyRQIYRVHVOMutJ2yM,"grocery store",9.2
9f48bec7-256a-4b75-9c3c-44068c5b3209,driving,ChIJczc-EmuRQIYRtC5QM9Tvh_w,"grocery store",3.383333333333333
508f348f-a552-450c-a8cb-5ec64d3794eb,driving,ChIJEeD8DPuQQIYRAkG0AFqYPuY,"grocery store",3.216666666666667
25689718-ad60-4f5e-9fb7-d575829e5a24,driving,ChIJ2XtOT_6TQIYRzIH07pdROLQ,"grocery store",4.716666666666667
ac3dea3d-2ed8-4f10-a306-76097975a162,driving,ChIJExr7CIiQQIYRPfCVMhHMRAE,"grocery store",2.6
939c746e-26aa-401a-874b-d7d8ef2d6b08,driving,ChIJuQxl7KaTQIYRyPirfssdfIs,"grocery store",3.216666666666667
f0b089b4-dc66-4b30-bc95-9e6d1de84f1e,driving,ChIJpfYjuKaTQIYRUZkjSyi0iWE,"grocery store",2.583333333333333
891405a5-6bb2-4865-a5ae-a405b2e52f4d,driving,ChIJlSds86zsQIYRMx8-5fbAgR4,"grocery store",6.033333333333333
52e43c50-0a1d-4290-accc-d8b575097f94,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,11.6
e7671d9b-d187-45a6-a5b6-babae0abdf07,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,14.71666666666667
1625ab3d-e30e-4725-b8cf-36ef3ed6f614,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,5.75
75f6a848-69ba-4485-8875-05509fc9b007,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,8.016666666666667
e6bc022c-d962-43df-b991-38ed57f84d69,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,7.316666666666666
d1fef248-3592-4826-837d-d273c54ac55a,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,11.15
fec62dc0-0e60-410b-9411-3d2ce4170b23,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,15.01666666666667
e48af93b-537f-4863-aeee-15177f97cb46,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,10.66666666666667
f814d253-2784-45f7-a63f-e3a09600fd24,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,9.6
947b1668-6c16-4e84-94d0-02bd3b80835d,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,10.8
6ae017d1-4fab-4523-995f-7054bffb56b5,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,13.21666666666667
c8f9da26-8242-404c-8daf-241e36ee9700,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,13.46666666666667
63318faf-aa41-49ec-b0cb-11f96716fa7f,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,15.71666666666667
7adfa93f-aeda-4806-9a42-087faebce90c,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,12.85
c707bd06-98b6-44f9-af81-0225a9c2ead7,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,12.43333333333333
d344f891-6c44-476f-9c75-2c3640105e8c,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,7.483333333333333
67bf2034-cc45-4895-9e1b-561f5ce62846,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,9.633333333333333
03b17ec1-14fa-485c-b6bc-177a055dda9e,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,15.08333333333333
bb01fd8b-f6b4-4cbd-b8d9-9c7195b84252,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,14.26666666666667
c7cc3e8e-bb76-49aa-8fda-91c8af42637e,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,10.01666666666667
ac232e09-ec0d-40f8-aab3-9c4a8a62c5bc,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,10.5
9ad5f116-6a5f-405b-8c35-f297d2db2c5f,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,13.7
4ad3dd20-7be9-49b0-960f-d34f8d844a70,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,9.583333333333334
27791bf6-e4a3-4f41-a8fe-c4b8217fd02b,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,12.9
60246895-0db7-4f62-b0a8-d77b2e15ef15,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,7.733333333333333
f569ef39-a001-4939-9e90-e480927f382c,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,10.83333333333333
9a3d0570-4ae0-4462-ba48-24e6abeb8aec,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,8.75
bbe5cf7d-7914-4d3d-8b9c-62a132213e06,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,12.63333333333333
1a8bcb9e-8466-41c4-ac85-bf044a6c12a9,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,11.38333333333333
0dbb452a-8c74-4d1f-9fd4-e69e726b169c,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,7.6
86d4754e-aff4-429c-b3bf-45b7675a4c63,driving,ChIJCxxUBGWbQIYRy_SYjbRAdpo,target,15.48333333333333
ae1cb9ce-3665-4d49-bb80-1062db4508be,driving,ChIJR7sluSiXQIYRDXxXaKCTotI,target,20.31666666666667
4a9b8a0a-62ac-442e-8d6e-4766bd364f42,driving,ChIJ-f8DNzCTQIYRRndiRsyv_nc,target,9.733333333333333
